Model Year,Brand Name,Model Name,Engine capacity,Spare key,Transmission,KM driven,Ownership,Fuel type,Imperfections,Repainted Parts
2016,Maruti,Swift VXI,1197,No,Manual,92616,2,Petrol,14,2
2017,Maruti,Celerio VXI,998,No,Manual,37599,1,Petrol,0,0
2014,Maruti,Celerio VXI AMT,998,Yes,Automatic,75385,2,Petrol,1,0
2022,Maruti,S PRESSO VXI+,998,Yes,Manual,6410,1,Petrol,2,0
2021,Maruti,S PRESSO VXI+,998,No,Manual,34267,2,Petrol,10,1
2012,Maruti,Alto K10 VXI,998,Yes,Manual,71979,1,Petrol,8,4
2014,Maruti,Ciaz VDI,1248,No,Manual,86623,2,Diesel,42,10
2013,Maruti,Swift Dzire VXI,1197,No,Manual,106215,2,Petrol,0,0
2016,Maruti,Ciaz ZXI+,1373,No,Manual,34800,2,Petrol,19,9
2018,Maruti,Ertiga ZDI + SHVS,1248,No,Manual,69668,1,Diesel,16,0
2018,Maruti,Ciaz ALPHA 1.4 PETROL,1373,No,Manual,49559,2,Petrol,4,1
2018,Maruti,Baleno DELTA CVT PETROL 1.2,1197,No,Automatic,36967,1,Petrol,2,0
2014,Maruti,Celerio VXI AMT,998,Yes,Automatic,71320,1,Petrol,0,0
2021,Maruti,Alto VXI PLUS,796,Yes,Manual,28158,1,Petrol,4,1
2013,Maruti,Wagon R 1.0 VXI,998,No,Manual,40896,1,Petrol,10,5
2021,Maruti,Celerio ZXI AMT,998,No,Automatic,20754,1,Petrol,3,0
2016,Maruti,Celerio VXI AMT (O),998,No,Automatic,62383,1,Petrol,0,0
2022,Maruti,Alto K10 VXI PLUS,998,No,Manual,13847,1,Petrol,4,0
2017,Maruti,Alto K10 VXI,998,No,Manual,13628,1,Petrol,28,4
2017,Maruti,Baleno ALPHA PETROL 1.2,1197,No,Manual,57040,1,Petrol,10,4
2019,Maruti,Ciaz ALPHA AT 1.5 SHVS PETROL,1462,No,Automatic,41774,1,Petrol,4,0
2017,Maruti,Wagon R 1.0 VXI AMT,998,Yes,Automatic,84182,2,Petrol,18,1
2016,Maruti,Celerio VXI AMT (O),998,No,Automatic,62447,1,Petrol,11,1
2016,Maruti,Baleno ZETA CVT PETROL 1.2,1197,Yes,Automatic,91417,2,Petrol,11,4
2019,Maruti,S PRESSO VXI (O),998,No,Manual,44848,1,Petrol,18,1
2018,Maruti,Ciaz ZETA 1.4 AT PETROL,1373,No,Automatic,50334,2,Petrol,22,5
2019,Maruti,New Wagon-R VXI 1.2 AMT,1197,No,Automatic,16416,2,Petrol,7,0
2018,Maruti,Celerio ZXI AMT,998,No,Automatic,35370,1,Petrol,13,1
2015,Maruti,Celerio ZXI,998,No,Manual,31672,1,Petrol,6,3
2021,Maruti,Alto VXI PLUS,796,No,Manual,29878,2,Petrol,4,0
2021,Maruti,Baleno DELTA CVT PETROL 1.2,1197,Yes,Automatic,19123,1,Petrol,0,0
2023,Maruti,IGNIS ZETA 1.2 AMT,1197,Yes,Automatic,4714,1,Petrol,1,0
2018,Maruti,Swift VXI,1197,No,Manual,37330,2,Petrol,14,5
2023,Maruti,Swift VXI,1197,Yes,Manual,9075,1,Petrol,2,0
2022,Maruti,Baleno ZETA PETROL 1.2,1197,Yes,Manual,34474,1,Petrol,0,0
2011,Maruti,Swift Dzire VDI,1248,No,Manual,110407,2,Diesel,11,7
2022,Maruti,Swift ZXI PLUS AMT DUAL TONE,1197,Yes,Automatic,31459,1,Petrol,23,4
2018,Maruti,Swift ZXI AMT,1197,No,Automatic,44996,1,Petrol,7,2
2017,Maruti,Ciaz DELTA 1.4 MT PETROL,1373,Yes,Manual,94757,1,Petrol,16,7
2021,Maruti,Baleno DELTA CVT PETROL 1.2,1197,No,Automatic,32596,2,Petrol,7,8
2020,Maruti,Vitara Brezza ZXI PLUS AT SHVS,1462,No,Automatic,50421,1,Petrol,2,0
2016,Maruti,Baleno DELTA PETROL 1.2,1197,No,Manual,72633,1,Petrol,6,4
2011,Maruti,Swift VXI,1197,No,Manual,86282,2,Petrol,0,0
2019,Maruti,Baleno DELTA PETROL 1.2,1197,No,Manual,24160,1,Petrol,7,0
2018,Maruti,Celerio ZXI AMT (O),998,Yes,Automatic,95626,2,Petrol,5,0
2015,Maruti,Celerio VXI AMT,998,No,Automatic,29628,1,Petrol,12,6
2012,Maruti,Ertiga ZDI,1248,Yes,Manual,106213,1,Diesel,19,6
2017,Maruti,Swift VXI,1197,No,Manual,37343,1,Petrol,11,8
2016,Maruti,Celerio ZXI AMT,998,No,Automatic,43855,1,Petrol,13,0
2015,Maruti,Celerio VXI AMT,998,No,Automatic,52643,1,Petrol,13,1
2020,Maruti,Alto LXI O,796,Yes,Manual,2598,1,Petrol,6,5
2011,Maruti,Alto K10 VXI,998,No,Manual,109991,2,Petrol,29,10
2013,Maruti,Ertiga VXI,1373,Yes,Manual,51980,1,Petrol,5,6
2018,Maruti,Baleno DELTA PETROL 1.2,1197,Yes,Manual,45037,2,Petrol,22,18
2022,Maruti,Ertiga VXI SHVS,1462,No,Manual,9884,1,Petrol,2,1
2013,Maruti,Ertiga ZXI,1373,No,Manual,92460,2,Petrol,6,4
2020,Maruti,S PRESSO VXI PLUS AMT,998,No,Automatic,18106,1,Petrol,6,0
2017,Maruti,Alto K10 VXI,998,No,Manual,72033,1,Petrol,19,11
2019,Maruti,Celerio ZXI AMT (O),998,No,Automatic,56397,1,Petrol,4,1
2017,Maruti,Baleno RS 1.0 PETROL,998,No,Manual,36274,1,Petrol,3,0
2018,Maruti,Celerio VXI AMT (O),998,No,Automatic,10280,1,Petrol,2,0
2016,Maruti,Ciaz ZXI+,1373,No,Manual,68828,1,Petrol,9,0
2014,Maruti,Swift VXI,1197,No,Manual,75750,2,Petrol,20,0
2014,Maruti,Swift Dzire ZXI,1197,No,Manual,32287,1,Petrol,4,2
2019,Maruti,Baleno DELTA PETROL 1.2,1197,Yes,Manual,20945,1,Petrol,2,0
2017,Maruti,Alto K10 VXI (O) AMT,998,No,Automatic,32880,2,Petrol,2,0
2018,Maruti,Eeco 5 STR WITH A/C+HTR,1196,No,Manual,66374,1,Petrol,8,0
2018,Maruti,Swift VXI,1197,No,Manual,26638,2,Petrol,3,0
2015,Maruti,Ciaz VXI+,1373,No,Manual,95738,2,Petrol,10,9
2021,Maruti,Swift VXI,1197,No,Manual,13228,1,Petrol,15,0
2018,Maruti,Celerio X VXI (O),998,No,Manual,39995,3,Petrol,12,8
2012,Maruti,Omni 5 STR,796,Yes,Manual,37089,1,Petrol,21,2
2015,Maruti,Celerio VXI,998,No,Manual,46241,2,Petrol,1,1
2016,Maruti,Baleno ZETA CVT PETROL 1.2,1197,Yes,Automatic,83635,3,Petrol,5,11
2016,Maruti,Swift ZXI,1197,Yes,Manual,74061,2,Petrol,11,4
2023,Maruti,Baleno ALPHA 1.2 AGS,1197,No,Automatic,5154,1,Petrol,2,0
2018,Maruti,Ciaz ALPHA 1.5 SHVS PETROL,1462,Yes,Manual,91521,1,Petrol,26,5
2016,Maruti,Swift VXI,1197,No,Manual,44499,2,Petrol,8,4
2021,Maruti,Baleno DELTA PETROL 1.2,1197,No,Manual,17079,1,Petrol,8,0
2017,Maruti,Ciaz ZXI+ AT,1373,No,Automatic,73371,1,Petrol,8,2
2021,Maruti,Vitara Brezza ZXI PLUS AT SHVS,1462,No,Automatic,22250,1,Petrol,6,0
2014,Maruti,Swift VXI,1197,Yes,Manual,89872,1,Petrol,11,9
2021,Maruti,S PRESSO LXI,998,Yes,Manual,35273,1,Petrol,13,2
2019,Maruti,Swift ZXI PLUS,1197,Yes,Manual,25462,1,Petrol,7,1
2018,Maruti,Swift ZXI AMT,1197,Yes,Automatic,54397,1,Petrol,5,3
2022,Maruti,Dzire ZXI Plus AMT,1197,Yes,Automatic,9369,1,Petrol,7,0
2018,Maruti,Baleno RS 1.0 PETROL,998,No,Manual,61005,1,Petrol,16,6
2018,Maruti,Swift VXI AMT,1197,Yes,Automatic,29219,1,Petrol,13,3
2016,Maruti,Ciaz ZDI SHVS,1248,Yes,Manual,60384,2,Diesel,15,3
2014,Maruti,Ertiga VXI,1373,No,Manual,92745,2,Petrol,15,3
2017,Maruti,Baleno ALPHA PETROL 1.2,1197,No,Manual,49591,1,Petrol,0,0
2016,Maruti,Baleno ALPHA PETROL 1.2,1197,Yes,Manual,27306,1,Petrol,6,2
2014,Maruti,Alto K10 VXI,998,No,Manual,99832,2,Petrol,36,2
2016,Maruti,Celerio ZXI AMT,998,Yes,Automatic,28404,2,Petrol,8,3
2018,Maruti,Ciaz DELTA DIESEL 1.3,1248,No,Manual,80245,2,Diesel,6,0
2016,Maruti,Alto K10 VXI (O) AMT,998,Yes,Automatic,30851,1,Petrol,15,6
2017,Maruti,Alto K10 VXI (O) AMT,998,Yes,Automatic,17897,1,Petrol,9,0
2013,Maruti,Wagon R 1.0 VXI,998,No,Manual,76286,1,Petrol,16,4
2016,Maruti,Wagon R 1.0 VXI,998,Yes,Manual,30478,1,Petrol,10,2
2018,Maruti,Celerio ZXI,998,No,Manual,39085,1,Petrol,22,4
2016,Maruti,Alto K10 VXI (O) AMT,998,No,Automatic,15385,1,Petrol,7,1
2015,Maruti,Swift Dzire ZXI,1197,No,Manual,30728,1,Petrol,8,2
2016,Maruti,Ertiga VDI SHVS,1248,No,Manual,39774,1,Diesel,7,1
2019,Maruti,New Wagon-R VXI (O) 1.2 AMT,1197,Yes,Automatic,16796,2,Petrol,6,1
2016,Maruti,Celerio ZXI (O),998,Yes,Manual,16385,2,Petrol,4,2
2018,Maruti,IGNIS SIGMA 1.2,1197,No,Manual,73809,1,Petrol,4,1
2016,Maruti,Baleno ZETA PETROL 1.2,1197,No,Manual,47679,2,Petrol,1,4
2019,Maruti,New Wagon-R VXI 1.2 AMT,1197,No,Automatic,13515,2,Petrol,2,0
2014,Maruti,Alto 800 LXI,796,No,Manual,56977,2,Petrol,5,7
2021,Maruti,Vitara Brezza LXI,1462,Yes,Manual,29865,1,Petrol,1,1
2018,Maruti,Wagon R 1.0 VXI,998,No,Manual,89536,1,CNG,7,5
2023,Maruti,Alto LXI OPT CNG,796,Yes,Manual,18726,1,CNG,2,1
2020,Maruti,Dzire VXI,1197,Yes,Manual,81469,1,Petrol,0,0
2020,Maruti,Dzire VXI,1197,Yes,Manual,70958,1,Petrol,6,6
2021,Maruti,Alto VXI,796,Yes,Manual,18403,2,Petrol,1,1
2020,Maruti,Baleno DELTA PETROL 1.2,1197,Yes,Manual,39992,1,Petrol,3,1
2019,Maruti,Ciaz DELTA 1.5 SHVS MT PETROL,1462,Yes,Manual,43437,1,Petrol,2,3
2023,Maruti,Baleno ALPHA PETROL 1.2,1197,Yes,Manual,22213,1,Petrol,5,0
2018,Maruti,IGNIS DELTA 1.2,1197,Yes,Manual,34558,1,Petrol,5,2
2022,Maruti,Alto LXI O,796,Yes,Manual,24676,1,Petrol,2,0
2022,Maruti,Celerio ZXI,998,Yes,Manual,16915,1,Petrol,2,0
2022,Maruti,Ciaz S 1.5 MT PETROL,1462,Yes,Manual,27376,2,Petrol,0,0
2017,Maruti,Ciaz ZETA 1.4 MT PETROL,1373,Yes,Manual,53155,1,Petrol,6,2
2017,Maruti,Baleno ALPHA PETROL 1.2,1197,Yes,Manual,76378,1,Petrol,1,7
2022,Maruti,IGNIS SIGMA 1.2,1197,No,Manual,14787,1,Petrol,1,1
2021,Maruti,Baleno ZETA PETROL 1.2,1197,Yes,Manual,27957,1,Petrol,11,2
2018,Maruti,Ciaz DELTA DIESEL 1.3,1248,No,Manual,96173,2,Diesel,7,1
2017,Maruti,Dzire VDI,1248,Yes,Manual,60592,2,Diesel,4,0
2019,Maruti,Baleno ALPHA CVT PETROL 1.2,1197,Yes,Automatic,14032,2,Petrol,5,0
2014,Maruti,Swift VXI,1197,Yes,Manual,124105,1,CNG,0,0
2020,Maruti,Swift ZXI PLUS AMT,1197,Yes,Automatic,45992,1,Petrol,2,5
2014,Maruti,Celerio VXI AMT,998,No,Automatic,106679,1,Petrol,29,10
2021,Maruti,Swift ZXI PLUS AMT DUAL TONE,1197,No,Automatic,24487,1,Petrol,8,5
2020,Maruti,Ciaz ALPHA AT 1.5 SHVS PETROL,1462,Yes,Automatic,45058,1,Petrol,1,0
2022,Maruti,Alto LXI OPT CNG,796,Yes,Manual,21422,1,CNG,1,2
2017,Maruti,Alto 800 LXI,796,No,Manual,110866,3,Petrol,0,0
2016,Maruti,Vitara Brezza VDI,1248,Yes,Manual,86345,2,Diesel,0,0
2014,Maruti,Wagon R 1.0 VXI,998,Yes,Manual,99572,1,Petrol,25,3
2022,Maruti,BREZZA ZXI SMART HYBRID,1462,Yes,Manual,13425,1,Petrol,0,0
2023,Maruti,Alto K10 VXI PLUS,998,Yes,Manual,10106,1,Petrol,3,0
2016,Maruti,Wagon R 1.0 VXI,998,Yes,Manual,73723,2,Petrol,26,15
2018,Maruti,Dzire VXI,1197,Yes,Manual,86832,2,Petrol,10,5
2018,Maruti,Alto K10 VXI,998,Yes,Manual,46028,2,Petrol,14,9
2020,Maruti,Dzire VXI,1197,Yes,Manual,61231,2,Petrol,3,5
2017,Maruti,Ciaz SIGMA DIESEL 1.3,1248,Yes,Manual,121126,1,Diesel,30,6
2019,Maruti,Alto LXI,796,No,Manual,64745,1,Petrol,0,0
2020,Maruti,Alto VXI,796,Yes,Manual,32946,1,Petrol,7,5
2012,Maruti,Wagon R 1.0 LXI,998,No,Manual,83474,1,Petrol,0,0
2016,Maruti,Ciaz VXI+,1373,Yes,Manual,54635,1,Petrol,3,9
2017,Maruti,IGNIS SIGMA 1.2,1197,No,Manual,51758,2,Petrol,12,8
2023,Maruti,Baleno ALPHA PETROL 1.2,1197,No,Manual,10731,1,Petrol,0,0
2016,Maruti,Vitara Brezza ZDI,1248,Yes,Manual,88267,1,Diesel,5,2
2022,Maruti,Baleno ALPHA 1.2 AGS,1197,Yes,Automatic,8368,2,Petrol,8,2
2016,Maruti,Ciaz ZXI+ RS,1248,Yes,Manual,40789,1,Petrol,32,5
2021,Maruti,Ciaz ALPHA 1.5 SHVS PETROL,1462,Yes,Manual,11395,1,Petrol,13,4
2022,Maruti,Alto K10 LXI,998,Yes,Manual,10776,1,Petrol,4,2
2017,Maruti,Alto 800 LXI,796,Yes,Manual,34461,1,Petrol,0,0
2017,Maruti,Celerio X ZXI,998,No,Manual,104045,1,Petrol,0,0
2022,Maruti,Baleno ZETA PETROL 1.2,1197,Yes,Manual,12276,1,Petrol,0,0
2020,Maruti,Alto LXI,796,Yes,Manual,29588,2,Petrol,3,6
2020,Maruti,Celerio VXI (O) CNG,998,No,Manual,44011,1,CNG,0,0
2019,Maruti,Baleno DELTA PETROL 1.2,1197,No,Manual,19224,1,Petrol,4,0
2016,Maruti,Baleno DELTA PETROL 1.2,1197,No,Manual,71982,1,Petrol,8,4
2021,Maruti,Baleno DELTA PETROL 1.2,1197,Yes,Manual,23479,1,Petrol,1,4
2020,Maruti,New Wagon-R LXI CNG 1.0,998,No,Manual,29795,1,CNG,1,3
2017,Maruti,Dzire VDI,1248,Yes,Manual,70959,1,Diesel,36,8
2019,Maruti,New Wagon-R VXI 1.2 AMT,1197,Yes,Automatic,27734,1,Petrol,7,2
2016,Maruti,Swift Dzire VXI,1197,Yes,Manual,47275,2,Petrol,11,4
2020,Maruti,S PRESSO VXI PLUS AMT,998,Yes,Automatic,66068,2,Petrol,6,1
2017,Maruti,Baleno DELTA PETROL 1.2,1197,Yes,Manual,71220,2,Petrol,1,0
2021,Maruti,Baleno ZETA PETROL 1.2,1197,Yes,Manual,24719,1,Petrol,6,2
2017,Maruti,Baleno DELTA PETROL 1.2,1197,Yes,Manual,89264,1,Petrol,0,0
2019,Maruti,Alto LXI,796,Yes,Manual,57555,2,Petrol,2,2
2021,Maruti,Ciaz ALPHA 1.5 SHVS PETROL,1462,Yes,Manual,28610,1,Petrol,3,4
2022,Maruti,S PRESSO VXI+,998,Yes,Manual,15847,1,Petrol,0,0
2014,Maruti,Wagon R 1.0 LXI,998,Yes,Manual,115256,1,CNG,22,6
2020,Maruti,IGNIS ALPHA 1.2,1197,No,Manual,35507,2,Petrol,0,0
2016,Maruti,Baleno DELTA PETROL 1.2,1197,Yes,Manual,59200,1,Petrol,2,6
2022,Maruti,Ciaz ALPHA AT 1.5 SHVS PETROL,1462,No,Automatic,35515,1,Petrol,21,9
2017,Maruti,Baleno ALPHA PETROL 1.2,1197,Yes,Manual,99026,3,Petrol,5,4
2022,Maruti,S PRESSO VXI,998,Yes,Manual,17426,1,Petrol,4,4
2018,Maruti,Baleno ZETA CVT PETROL 1.2,1197,No,Automatic,64827,1,Petrol,3,9
2018,Maruti,IGNIS DELTA 1.2,1197,No,Manual,94910,1,Petrol,16,0
2022,Maruti,Baleno ZETA PETROL 1.2,1197,No,Manual,35783,1,Petrol,2,1
2022,Maruti,S PRESSO VXI+,998,Yes,Manual,28393,1,Petrol,1,0
2021,Maruti,Baleno ZETA PETROL 1.2,1197,Yes,Manual,36251,1,Petrol,1,1
2020,Maruti,Baleno ZETA PETROL 1.2,1197,No,Manual,57587,1,Petrol,6,3
2020,Maruti,Baleno DELTA PETROL 1.2,1197,Yes,Manual,54733,1,Petrol,11,4
2017,Maruti,Baleno ALPHA PETROL 1.2,1197,No,Manual,73866,1,Petrol,9,10
2021,Maruti,S PRESSO VXI+,998,Yes,Manual,63516,1,Petrol,3,3
2017,Maruti,Baleno ALPHA PETROL 1.2,1197,Yes,Manual,76121,1,Petrol,6,3
2018,Maruti,Baleno DELTA CVT PETROL 1.2,1197,Yes,Automatic,104977,1,Petrol,29,3
2014,Maruti,Wagon R 1.0 LXI,998,No,Manual,53063,2,Petrol,11,5
2019,Maruti,Ciaz ALPHA AT 1.5 SHVS PETROL,1462,Yes,Automatic,86706,1,Petrol,3,3
2021,Maruti,Baleno DELTA PETROL 1.2,1197,Yes,Manual,38303,1,Petrol,4,1
2021,Maruti,Baleno DELTA PETROL 1.2,1197,No,Manual,38969,1,Petrol,4,1
2020,Maruti,Baleno ZETA PETROL 1.2,1197,No,Manual,71127,1,Petrol,15,1
2021,Maruti,Baleno ZETA PETROL 1.2,1197,Yes,Manual,23309,1,Petrol,1,0
2015,Maruti,Eeco 5 STR WITH A/C+HTR,1196,Yes,Manual,48661,1,CNG,7,1
2014,Maruti,Wagon R 1.0 LXI,998,No,Manual,45538,2,Petrol,2,0
2017,Maruti,Baleno DELTA PETROL 1.2,1197,Yes,Manual,46407,1,Petrol,11,2
2017,Maruti,Baleno DELTA PETROL 1.2,1197,No,Manual,69471,1,Petrol,5,3
2020,Maruti,Ciaz ALPHA 1.5 SHVS PETROL,1462,Yes,Manual,40753,1,Petrol,3,1
2020,Maruti,Vitara Brezza ZXI PLUS,1462,No,Manual,23702,1,Petrol,15,5
2014,Maruti,Alto K10 VXI,998,Yes,Manual,49148,1,Petrol,1,0
2023,Maruti,Alto K10 VXI,998,No,Manual,9048,1,Petrol,4,1
2017,Maruti,Alto 800 LXI,796,No,Manual,35703,2,Petrol,3,6
2017,Maruti,IGNIS ZETA 1.2 AMT,1197,Yes,Automatic,30087,1,Petrol,2,5
2016,Maruti,Baleno DELTA PETROL 1.2,1197,Yes,Manual,29235,1,Petrol,9,2
2020,Maruti,S PRESSO VXI+,998,Yes,Manual,26931,1,Petrol,2,3
2022,Maruti,Swift ZXI PLUS AMT,1197,Yes,Automatic,24102,2,Petrol,5,0
2023,Maruti,Ciaz ALPHA 1.5 SHVS PETROL,1462,Yes,Manual,8899,1,Petrol,8,0
2016,Maruti,Alto 800 LXI,796,No,Manual,68741,2,Petrol,3,5
2017,Maruti,Dzire VXI AMT,1197,Yes,Automatic,21576,1,Petrol,2,7
2021,Maruti,Ciaz ALPHA AT 1.5 SHVS PETROL,1462,Yes,Automatic,37265,1,Petrol,7,7
2018,Maruti,Baleno ZETA PETROL 1.2,1197,Yes,Manual,50480,1,Petrol,7,5
2018,Maruti,Baleno ALPHA PETROL 1.2,1197,Yes,Manual,72942,1,Petrol,4,5
2021,Maruti,Baleno DELTA PETROL 1.2,1197,No,Manual,38880,1,Petrol,2,3
2017,Maruti,IGNIS DELTA 1.2 AMT,1197,Yes,Automatic,37621,1,Petrol,5,3
2021,Maruti,Baleno DELTA PETROL 1.2,1197,Yes,Manual,12797,1,Petrol,1,0
2021,Maruti,Baleno ZETA CVT PETROL 1.2,1197,Yes,Automatic,31625,1,Petrol,7,3
2021,Maruti,Baleno DELTA PETROL 1.2,1197,Yes,Manual,11595,1,Petrol,5,0
2017,Maruti,Eeco 5 STR WITH A/C+HTR,1196,Yes,Manual,93158,1,CNG,3,2
2018,Maruti,Ertiga ZDI + SHVS,1248,Yes,Manual,67348,1,Diesel,4,0
2021,Maruti,Dzire VXI,1197,No,Manual,25625,1,Petrol,8,1
2013,Maruti,Swift Dzire VXI,1197,Yes,Manual,70348,1,Petrol,18,7
2014,Maruti,Alto K10 VXI,998,Yes,Manual,36066,2,Petrol,4,6
2019,Maruti,New Wagon-R VXI 1.0,998,Yes,Manual,53840,1,Petrol,0,0
2017,Maruti,Baleno ZETA PETROL 1.2,1197,Yes,Manual,60499,1,Petrol,26,3
2017,Maruti,Dzire VDI,1248,Yes,Manual,72753,1,Diesel,9,1
2018,Maruti,Wagon R 1.0 VXI,998,No,Manual,30552,1,Petrol,7,2
2017,Maruti,Baleno ZETA PETROL 1.2,1197,Yes,Manual,97030,1,Petrol,11,6
2016,Maruti,Celerio VXI AMT,998,Yes,Automatic,73539,2,Petrol,15,6
2018,Maruti,Ciaz ALPHA 1.5 SHVS PETROL,1462,Yes,Manual,27894,1,Petrol,17,3
2017,Maruti,Wagon R 1.0 VXI AMT,998,Yes,Automatic,19767,1,Petrol,9,1
2018,Maruti,Ciaz ZETA 1.4 AT PETROL,1373,Yes,Automatic,64686,1,Petrol,14,1
2017,Maruti,Baleno ALPHA PETROL 1.2,1197,Yes,Manual,75059,1,Petrol,5,6
2020,Maruti,Baleno ZETA PETROL 1.2,1197,No,Manual,58346,1,Petrol,1,0
2016,Maruti,Ciaz ZDI SHVS,1248,Yes,Manual,79630,1,Diesel,8,7
2021,Maruti,Swift VXI,1197,No,Manual,44299,1,Petrol,1,0
2021,Maruti,Ertiga VXI SHVS,1462,No,Manual,19901,1,Petrol,1,0
2015,Maruti,Ciaz ZXI,1373,No,Manual,50022,1,Petrol,5,2
2019,Maruti,Baleno DELTA PETROL 1.2,1197,Yes,Manual,58679,1,Petrol,24,4
2017,Maruti,Ciaz S 1.4 MT PETROL,1373,Yes,Manual,73948,2,Petrol,4,5
2012,Maruti,Wagon R 1.0 LXI,998,No,Manual,55994,1,Petrol,20,9
